cent.x	cent.y	snr	iter	sum	mean	var	std	skew	kurt	bckg
62.669258320957454	483.1041757665764	14.730919862656236	4.0	22894.0	22.05587668593449	1965.8290830783178	44.3376711508207	2.4715856644825545	8.21534520220647|s	0.0
66.31983208531881	385.35897435897436	9.0	7.0	8814.0	8.483156881616939	207.1671052460774	14.393300707137241	2.461823178124378	8.803873283364602|s	0.0
69.56726876362504	57.602148863282466	5.8309518948453	39.0	3211.0	3.0934489402697496	17.477276232202346	4.180583240673763	1.6071790019993082	6.580876060171743|s	0.0
74.08478873239437	623.6689628681178	19.74848224599572	4.0	43147.0	41.4875	5608.904559672761	74.8926201950016	2.4444376622528647	8.061312710971174|s	1.0
86.71774193548387	825.9443044354839	6.0	16.0	3968.0	3.8153846153846156	30.604960390908417	5.532175014486474	1.8586763357854315	6.862200910901257|s	0.0
107.89073514602215	596.5745216515609	6.557438524302001	3.0	993.0	3.43598615916955	24.73286716647443	4.973214972879659	2.6569314685152787	16.576245191223688|s	0.0
112.21150076813053	761.7721830799386	14.387660848414352	4.0	23059.0	22.172115384615385	1137.617123528541	33.72858021809606	2.554646350474199	9.119485582913502|s	1.0
124.10950364620089	887.3630910374029	5.744562646538029	13.0	4251.0	4.0875	30.31668671799808	5.506059091400862	1.7735333795427513	6.52388246275648|s	0.0
126.96378107673046	86.37140046503309	7.938223013709342	11.0	10453.0	10.031669865642995	65.61378952395175	8.100233917853963	2.3173373470945493	10.575872726056676|s	1.0
161.472447114129	285.52823844345784	17.88854381999832	5.0	30632.0	29.369127516778523	3939.5862628656814	62.766123529063684	2.618250104115059	9.06895022091991|s	0.0
161.96352564891131	149.3033583466601	12.68857754044952	6.0	16258.0	15.647738209817131	888.4653874612649	29.807136518982578	2.524373682176844	8.759259847390707|s	0.0
187.05480059084195	844.1029542097489	7.483314773547883	10.0	6770.0	6.528447444551591	107.7571532822256	10.380614301775479	2.1560663967639995	7.456172193163296|s	0.0
190.52443095599392	463.55326251896815	8.000946913656627	9.0	11556.0	11.100864553314121	110.22731655952114	10.498919780602247	2.5830489286326337	10.350807927963782|s	1.0
204.5969051243024	898.9970826991375	7.810249675906655	12.0	7884.0	7.588065447545717	122.87831600341961	11.085049210690029	1.9129214463949265	6.377079796688969|s	0.0
207.39723600283486	236.09231041814317	6.6332495807108	12.0	5644.0	5.4217098943323725	74.28064361191161	8.618621909093797	2.262049582008011	8.141215834832984|s	0.0
210.59776608368156	446.16718258267554	15.330255588269676	5.0	24563.0	23.595581171950048	1696.908403532107	41.19354808136958	2.831501411891969	10.255402986901146|s	2.0
216.0238726790451	956.1329575596817	9.848857801796106	6.0	12064.0	11.622350674373795	363.3673688180854	19.062197376432902	2.058096146873408	6.566854961662437|s	0.0
218.70398542961217	811.8381187058068	6.164414002968977	14.0	4667.0	4.504826254826255	40.61157088765785	6.372720838673058	1.8666702960246004	7.003805527042547|s	0.0
220.9753964552239	940.4981343283582	8.246211251235321	10.0	8576.0	8.26204238921002	156.25720778219372	12.50028830796289	2.0255529573959956	6.850026960439549|s	0.0
223.92283582089553	323.5679104477612	7.874007874011811	16.0	6700.0	6.429942418426104	114.8120901023488	10.71504036867565	2.5059246145603926	9.553184895780372|s	0.0
239.82455197132617	227.84856630824373	6.48074069840786	11.0	5580.0	5.375722543352601	57.160528648112326	7.560458230035553	1.6478899829666536	5.433155404940914|s	0.0
240.09786130913804	424.1675307841866	17.464342453381697	4.0	28881.0	27.82369942196532	2805.1752526463056	52.96390518689408	2.903548652234171	10.871115777664839|s	1.0
243.10295770312734	623.9560245664015	39.43349644985539	4.0	143535.0	138.41369334619094	88930.5690401105	298.2122885464489	2.6636848433292437	9.462505746699284|s	1.0
252.16693354683747	602.0612489991994	6.252441383636792	22.0	9392.0	9.03076923076923	21.88933145776264	4.678603579890333	1.1760492728418723	9.415488477600258|s	2.0
255.57376648754274	345.3866634098681	5.744562646538029	12.0	4094.0	3.9365384615384613	35.99404382912564	5.999503631895362	1.9943973305929594	7.088069495517033|s	0.0
267.2694827989703	195.70945471565645	6.244997998398398	14.0	4273.0	4.108653846153846	34.9958826904568	5.915731796697413	1.8397121583354936	6.732193414298177|s	0.0
276.40211946050096	13.173988439306358	5.570484990582331	14.0	8135.0	7.83718689788054	15.532772020966066	3.9411637901723986	-0.0833916217714703	4.723447976092522|s	1.0
277.0419074113703	884.1379199657607	11.0	4.0	14019.0	13.51880424300868	550.5877252097117	23.464605797023562	2.2436320928424367	7.393264774021467|s	0.0
279.61149417810446	658.2114421388148	13.56485813947518	7.0	20108.0	19.316042267050914	863.200982782827	29.380282210741733	2.8808073608007465	10.908018576942803|s	1.0
284.471809229581	702.2045761730063	6.48074069840786	12.0	5179.0	4.989402697495183	59.28146907393678	7.699446023834233	2.1744556972637676	8.224701424675835|s	0.0
285.1650390625	419.84281099759613	17.776477284717807	4.0	31440.0	30.23076923076923	3512.3182053749915	59.264814227119544	2.9507522230654253	11.075982842449285|s	1.0
291.5471888020224	87.37477178034736	15.066664090376046	6.0	25602.0	24.570057581573895	1685.7458076815994	41.0578349122503	2.648536442121893	9.20592488205821|s	1.0
333.8173967459324	463.7548185231539	6.244997998398398	26.0	3995.0	3.8339731285988483	29.020439338374253	5.387062217793131	1.9639226537469419	8.262264944055126|s	0.0
334.73520233017786	78.49635909705607	10.000490184064411	12.0	14510.0	13.965351299326276	268.68473280036204	16.391605558954925	2.646108150663551	9.781873875565797|s	1.0
348.17687215556475	877.0088953247828	5.480077554195743	26.0	8018.0	7.702209414024976	14.693927806103597	3.833265945131331	-0.4487804924359299	3.7118873242633983|s	1.0
380.1162790697674	187.95380263984916	5.570484990582331	10.0	8811.0	8.496624879459981	17.228994389071534	4.150782382764909	0.37536304800916215	6.083837049867288|s	1.0
380.92841328413283	549.389483394834	7.1414284285428495	12.0	5420.0	5.201535508637236	67.55588620863226	8.219238785230191	2.3455406938985184	9.240521228128342|s	0.0
405.96580962800874	875.3144146608315	8.186238009832305	8.0	12178.0	11.720885466794995	117.81026665257278	10.85404379264119	2.402038395183226	9.358355594889233|s	1.0
407.9110682819383	768.3133259911895	6.70978960890315	18.0	8964.0	8.61923076923077	23.0945287628637	4.805676722675351	1.2492812789012682	9.579763870233958|s	1.0
431.6834899877401	952.7187372292603	8.000946913656627	23.0	13366.0	12.839577329490874	107.36173982117788	10.361551033565288	1.648527990629713	5.9813499464314726|s	1.0
437.09150326797385	669.3257080610022	11.48945006023209	2.0	2271.0	7.858131487889273	69.12216455209536	8.313974052888026	11.722201893927	177.74147968032318	1.0
438.9457730812013	949.4510567296996	8.18535277187245	10.0	7192.0	6.915384615384616	121.75029244095653	11.034051497113675	2.192310619163659	7.995954305952126|s	0.0
446.4111911931678	195.26299550772572	10.97734292136165	4.0	14327.0	13.76272814601345	299.75037870390895	17.31330062997547	2.8501937670901	11.315867922391003|s	0.5
457.9031429905088	372.8163217675432	15.264476909450547	11.0	23109.0	22.26300578034682	1596.452458458983	39.95563112327201	3.0100692101494277	11.49916901327619|s	1.0
472.7357054410372	160.27915361643238	11.916375287812986	5.0	13729.0	13.200961538461538	674.9076025394238	25.978983862719186	2.678414438226913	9.694227848891297|s	0.0
475.853249475891	450.2869496855346	5.916079783099616	32.0	3816.0	3.6763005780346822	25.05808774755993	5.005805404483871	1.5758949590870008	5.75198864984669|s	0.0
478.14135454079013	839.5577219086712	6.3264373484457685	13.0	9198.0	8.84423076923077	23.128744354779002	4.8092353191312025	1.0409303321060235	8.191291071138506|s	1.0
505.8503569467326	550.4222954420648	5.9183635429928625	22.0	9030.0	8.691049085659287	22.766692443638373	4.771445529777991	0.7884250950049609	6.493820724412124|s	1.0
507.6483830499024	205.64578106123966	21.794494717703365	4.0	43044.0	41.42829643888354	8597.871298732849	92.72470705660304	2.6820216971208133	9.268246495761552|s	0.0
509.60123456790126	397.9063100137174	7.21238646486158	11.0	9565.0	9.188280499519692	34.06067021355206	5.836152003979339	2.2274930074275034	14.122695347292971|s	1.0
512.7550350262698	273.41484238178634	7.21238646486158	23.0	9779.0	9.402884615384615	33.75764325905086	5.8101328090716535	1.7973385377207816	10.479090297173098|s	1.0
515.5603751465417	128.5986225087925	7.937253933193771	11.0	6824.0	6.567853705486044	114.60594057202623	10.705416412827024	2.379172341700413	8.898480672140858|s	0.0
521.9424169392322	387.43337923911173	8.366600265340756	16.0	5809.0	5.585576923076923	81.24387262160361	9.013538296451822	2.4696055204271827	10.555090164003857|s	0.0
523.5586274509803	420.60392156862747	6.855654600401044	22.0	5100.0	4.908565928777671	54.497412103308164	7.382236253555433	2.2661815278082194	9.155348068668156|s	0.0
525.5735987427972	823.5327396542692	6.246950475544243	16.0	9174.0	8.812680115273775	26.790839060075374	5.175986771628708	1.4107456711122766	8.902290450824266|s	1.0
526.0394437463918	796.4523890379326	17.26267650163207	5.0	29447.0	28.34167468719923	3432.0054966146868	58.583320976321296	2.5880787637294977	9.011703518390817|s	0.0
538.8265306122449	931.37391235564	7.071067811865475	11.0	6321.0	6.083734359961501	78.02670049198781	8.833272354681917	1.982135179308252	7.001562628642801|s	0.0
560.1521075496066	686.1367265469062	8.602325267042627	42.0	8517.0	8.205202312138729	195.43229692142182	13.979710187318686	2.4842631145401306	9.05642282629471|s	0.0
